#: table_doi: 10.17182/hepdata.86210.v1/t8
#: name: Table 8
#: description: Additional systematic error for PBPB 0-5 pct data: +2.7 pct -2.7 pct
Additional systematic error for PBPB 5-10 pct data: +3.5 pct -3.5 pct
Additional systematic error for PBPB 10-20 pct data: +3.5 pct -3.5 pct
Additional systematic error for PBPB 20-30 pct data: +4.1 pct -4.1 pct
Additional systematic error for PBPB 30-40 pct data: +3.7 pct -3.7 pct
Additional systematic error for PBPB 40-50 pct data: +3.9 pct -3.9 pct
Additional systematic error for PBPB 50-60 pct data: +3.6 pct -3.6 pct
Additional systematic error for PBPB 60-70 pct data: +4.6 pct -4.6 pct
Additional systematic error for PBPB 70-80 pct data: +5.9 pct -5.9 pct.

#: data_file: Fig6_PbPb_5020GeV.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: RAA
#: keyword cmenergies: 5020
#: CENT,,,0-5 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X,,,,
#: SQRT(S)/NUCLEON,,,5020.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,RAA,stat +,stat -,sys +,sys -
0.775,0.75,0.8,0.483672,0.00019377,-0.00019377,0.010083,-0.010083
0.825,0.8,0.85,0.495936,0.00021391,-0.00021391,0.010402,-0.010402
0.875,0.85,0.9,0.507353,0.00023545,-0.00023545,0.0098281,-0.0098281
0.925,0.9,0.95,0.517916,0.00025728,-0.00025728,0.0091402,-0.0091402
0.975,0.95,1.0,0.527615,0.00027857,-0.00027857,0.0094392,-0.0094392
1.05,1.0,1.1,0.540125,0.00021717,-0.00021717,0.0096368,-0.0096368
1.15,1.1,1.2,0.555529,0.00024624,-0.00024624,0.0098936,-0.0098936
1.2999999999999998,1.2,1.4,0.573984,0.00019162,-0.00019162,0.010931,-0.010931
1.5,1.4,1.6,0.593386,0.00023878,-0.00023878,0.012359,-0.012359
1.7000000000000002,1.6,1.8,0.605492,0.00029023,-0.00029023,0.013994,-0.013994
1.9,1.8,2.0,0.606436,0.00034617,-0.00034617,0.014502,-0.014502
2.1,2.0,2.2,0.606101,0.00043345,-0.00043345,0.01528,-0.01528
2.3,2.2,2.4,0.597926,0.0005012,-0.0005012,0.014998,-0.014998
2.5,2.4,2.6,0.585693,0.00057124,-0.00057124,0.01527,-0.01527
2.7,2.6,2.8,0.57093,0.0006513,-0.0006513,0.015207,-0.015207
2.9,2.8,3.0,0.553493,0.00073612,-0.00073612,0.014902,-0.014902
3.1,3.0,3.2,0.536444,0.00082057,-0.00082057,0.014828,-0.014828
3.4000000000000004,3.2,3.6,0.512405,0.00065701,-0.00065701,0.014128,-0.014128
3.8,3.6,4.0,0.473717,0.00079163,-0.00079163,0.012606,-0.012606
4.5,4.0,5.0,0.43509,0.00068518,-0.00068518,0.011651,-0.011651
5.5,5.0,6.0,0.39306,0.0010423,-0.0010423,0.0091567,-0.0091567
7.0,6.0,8.0,0.385128,0.0012872,-0.0012872,0.0090228,-0.0090228
9.0,8.0,10.0,0.40547,0.0026127,-0.0026127,0.0099352,-0.0099352
11.5,10.0,13.0,0.447792,0.0042659,-0.0042659,0.0132,-0.0132
16.5,13.0,20.0,0.505078,0.0071736,-0.0071736,0.021097,-0.021097
25.0,20.0,30.0,0.624313,0.021808,-0.021808,0.032389,-0.032389
40.0,30.0,50.0,0.765339,0.059869,-0.059869,0.045895,-0.045895

#: CENT,,,50-60 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X,,,,
#: SQRT(S)/NUCLEON,,,5020.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,RAA,stat +,stat -,sys +,sys -
0.175,0.15,0.2,0.399066,0.00016218,-0.00016218,0.018775,-0.018775
0.225,0.2,0.25,0.400528,0.00010546,-0.00010546,0.01317,-0.01317
0.275,0.25,0.3,0.410216,0.00010171,-0.00010171,0.011757,-0.011757
0.32499999999999996,0.3,0.35,0.422556,0.00010379,-0.00010379,0.010656,-0.010656
0.375,0.35,0.4,0.435871,0.00010875,-0.00010875,0.011094,-0.011094
0.42500000000000004,0.4,0.45,0.449979,0.00011603,-0.00011603,0.011569,-0.011569
0.475,0.45,0.5,0.464663,0.00012766,-0.00012766,0.012126,-0.012126
0.525,0.5,0.55,0.480073,0.00014292,-0.00014292,0.012093,-0.012093
0.575,0.55,0.6,0.494085,0.00015854,-0.00015854,0.011978,-0.011978
0.625,0.6,0.65,0.508926,0.00017651,-0.00017651,0.012329,-0.012329
0.675,0.65,0.7,0.521857,0.00019645,-0.00019645,0.011888,-0.011888
0.725,0.7,0.75,0.535021,0.00021674,-0.00021674,0.011558,-0.011558
0.775,0.75,0.8,0.547258,0.00023844,-0.00023844,0.011714,-0.011714
0.825,0.8,0.85,0.559099,0.00026187,-0.00026187,0.011663,-0.011663
0.875,0.85,0.9,0.570194,0.0002861,-0.0002861,0.011347,-0.011347
0.925,0.9,0.95,0.580194,0.00031184,-0.00031184,0.011002,-0.011002
0.975,0.95,1.0,0.588766,0.00033572,-0.00033572,0.011555,-0.011555
1.05,1.0,1.1,0.599592,0.00026052,-0.00026052,0.011438,-0.011438
1.15,1.1,1.2,0.612746,0.00029299,-0.00029299,0.011021,-0.011021
1.2999999999999998,1.2,1.4,0.628629,0.00023208,-0.00023208,0.012269,-0.012269
1.5,1.4,1.6,0.645866,0.00028749,-0.00028749,0.013432,-0.013432
1.7000000000000002,1.6,1.8,0.65457,0.00034897,-0.00034897,0.01518,-0.01518
1.9,1.8,2.0,0.65387,0.00041619,-0.00041619,0.016112,-0.016112
2.1,2.0,2.2,0.653692,0.00051274,-0.00051274,0.016582,-0.016582
2.3,2.2,2.4,0.645374,0.00059767,-0.00059767,0.016723,-0.016723
2.5,2.4,2.6,0.634513,0.00068953,-0.00068953,0.016963,-0.016963
2.7,2.6,2.8,0.622151,0.00078994,-0.00078994,0.016521,-0.016521
2.9,2.8,3.0,0.608739,0.00090058,-0.00090058,0.016411,-0.016411
3.1,3.0,3.2,0.593985,0.0010156,-0.0010156,0.016308,-0.016308
3.4000000000000004,3.2,3.6,0.57695,0.00083842,-0.00083842,0.015883,-0.015883
3.8,3.6,4.0,0.545127,0.0010349,-0.0010349,0.014345,-0.014345
4.5,4.0,5.0,0.517932,0.00092392,-0.00092392,0.013736,-0.013736
5.5,5.0,6.0,0.487361,0.0014625,-0.0014625,0.011004,-0.011004
7.0,6.0,8.0,0.477856,0.0018107,-0.0018107,0.010493,-0.010493
9.0,8.0,10.0,0.509364,0.0036973,-0.0036973,0.011535,-0.011535
11.5,10.0,13.0,0.547126,0.0058851,-0.0058851,0.015283,-0.015283
16.5,13.0,20.0,0.593209,0.0095525,-0.0095525,0.024238,-0.024238
25.0,20.0,30.0,0.691564,0.027529,-0.027529,0.035851,-0.035851
40.0,30.0,50.0,0.755291,0.067935,-0.067935,0.047182,-0.047182

#: CENT,,,60-70 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X,,,,
#: SQRT(S)/NUCLEON,,,5020.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,RAA,stat +,stat -,sys +,sys -
0.175,0.15,0.2,0.497627,0.00024492,-0.00024492,0.022498,-0.022498
0.225,0.2,0.25,0.495272,0.00015902,-0.00015902,0.0157,-0.0157
0.275,0.25,0.3,0.502372,0.00015288,-0.00015288,0.014056,-0.014056
0.32499999999999996,0.3,0.35,0.513105,0.00015521,-0.00015521,0.012341,-0.012341
0.375,0.35,0.4,0.525221,0.00016169,-0.00016169,0.012199,-0.012199
0.42500000000000004,0.4,0.45,0.537574,0.00017144,-0.00017144,0.013004,-0.013004
0.475,0.45,0.5,0.551295,0.00018746,-0.00018746,0.013859,-0.013859
0.525,0.5,0.55,0.565651,0.00020873,-0.00020873,0.014035,-0.014035
0.575,0.55,0.6,0.579171,0.00023019,-0.00023019,0.013614,-0.013614
0.625,0.6,0.65,0.592154,0.00025462,-0.00025462,0.013693,-0.013693
0.675,0.65,0.7,0.603834,0.00028213,-0.00028213,0.01353,-0.01353
0.725,0.7,0.75,0.615801,0.00030956,-0.00030956,0.013137,-0.013137
0.775,0.75,0.8,0.626229,0.00033898,-0.00033898,0.013117,-0.013117
0.825,0.8,0.85,0.637065,0.00037024,-0.00037024,0.013361,-0.013361
0.875,0.85,0.9,0.646609,0.00040297,-0.00040297,0.01248,-0.01248
0.925,0.9,0.95,0.655166,0.00043719,-0.00043719,0.011734,-0.011734
0.975,0.95,1.0,0.662121,0.00046798,-0.00046798,0.012184,-0.012184
1.05,1.0,1.1,0.669964,0.00036103,-0.00036103,0.012779,-0.012779
1.15,1.1,1.2,0.680579,0.00040457,-0.00040457,0.012842,-0.012842
1.2999999999999998,1.2,1.4,0.692367,0.00031765,-0.00031765,0.01438,-0.01438
1.5,1.4,1.6,0.705326,0.00039085,-0.00039085,0.015784,-0.015784
1.7000000000000002,1.6,1.8,0.708915,0.0004711,-0.0004711,0.017353,-0.017353
1.9,1.8,2.0,0.706258,0.0005598,-0.0005598,0.018242,-0.018242
2.1,2.0,2.2,0.704346,0.0006883,-0.0006883,0.018239,-0.018239
2.3,2.2,2.4,0.697378,0.00080643,-0.00080643,0.017548,-0.017548
2.5,2.4,2.6,0.687034,0.00093073,-0.00093073,0.017434,-0.017434
2.7,2.6,2.8,0.675746,0.0010692,-0.0010692,0.017532,-0.017532
2.9,2.8,3.0,0.667277,0.0012222,-0.0012222,0.01729,-0.01729
3.1,3.0,3.2,0.652662,0.001384,-0.001384,0.017158,-0.017158
3.4000000000000004,3.2,3.6,0.646534,0.001162,-0.001162,0.016776,-0.016776
3.8,3.6,4.0,0.626515,0.0014661,-0.0014661,0.015907,-0.015907
4.5,4.0,5.0,0.602702,0.0013226,-0.0013226,0.014884,-0.014884
5.5,5.0,6.0,0.588318,0.002155,-0.002155,0.012854,-0.012854
7.0,6.0,8.0,0.582286,0.0026898,-0.0026898,0.012572,-0.012572
9.0,8.0,10.0,0.618491,0.0054731,-0.0054731,0.015562,-0.015562
11.5,10.0,13.0,0.666463,0.0087196,-0.0087196,0.020389,-0.020389
16.5,13.0,20.0,0.673702,0.013451,-0.013451,0.029886,-0.029886
25.0,20.0,30.0,0.793201,0.038529,-0.038529,0.045747,-0.045747
40.0,30.0,50.0,0.826902,0.091833,-0.091833,0.06225,-0.06225

#: CENT,,,70-80 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X,,,,
#: SQRT(S)/NUCLEON,,,5020.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,RAA,stat +,stat -,sys +,sys -
0.175,0.15,0.2,0.612843,0.00041482,-0.00041482,0.027371,-0.027371
0.225,0.2,0.25,0.605806,0.00026678,-0.00026678,0.01897,-0.01897
0.275,0.25,0.3,0.608506,0.00025409,-0.00025409,0.016917,-0.016917
0.32499999999999996,0.3,0.35,0.615657,0.00025566,-0.00025566,0.014702,-0.014702
0.375,0.35,0.4,0.624577,0.00026445,-0.00026445,0.014438,-0.014438
0.42500000000000004,0.4,0.45,0.634146,0.00027838,-0.00027838,0.0153,-0.0153
0.475,0.45,0.5,0.645121,0.00030246,-0.00030246,0.016171,-0.016171
0.525,0.5,0.55,0.656529,0.00033473,-0.00033473,0.016257,-0.016257
0.575,0.55,0.6,0.668245,0.0003672,-0.0003672,0.01568,-0.01568
0.625,0.6,0.65,0.67925,0.00040387,-0.00040387,0.015695,-0.015695
0.675,0.65,0.7,0.688718,0.00044518,-0.00044518,0.01536,-0.01536
0.725,0.7,0.75,0.698341,0.00048624,-0.00048624,0.014904,-0.014904
0.775,0.75,0.8,0.707458,0.00053076,-0.00053076,0.01479,-0.01479
0.825,0.8,0.85,0.715108,0.00057774,-0.00057774,0.01475,-0.01475
0.875,0.85,0.9,0.722773,0.00062783,-0.00062783,0.013922,-0.013922
0.925,0.9,0.95,0.728586,0.00067865,-0.00067865,0.013089,-0.013089
0.975,0.95,1.0,0.733835,0.0007254,-0.0007254,0.013367,-0.013367
1.05,1.0,1.1,0.738654,0.00055576,-0.00055576,0.014106,-0.014106
1.15,1.1,1.2,0.747146,0.00061932,-0.00061932,0.014102,-0.014102
1.2999999999999998,1.2,1.4,0.752749,0.00048115,-0.00048115,0.01554,-0.01554
1.5,1.4,1.6,0.76207,0.00058895,-0.00058895,0.017037,-0.017037
1.7000000000000002,1.6,1.8,0.764124,0.00070893,-0.00070893,0.018676,-0.018676
1.9,1.8,2.0,0.763671,0.00084137,-0.00084137,0.019626,-0.019626
2.1,2.0,2.2,0.763553,0.0010467,-0.0010467,0.019799,-0.019799
2.3,2.2,2.4,0.756974,0.0012257,-0.0012257,0.019206,-0.019206
2.5,2.4,2.6,0.750963,0.0014202,-0.0014202,0.018845,-0.018845
2.7,2.6,2.8,0.743261,0.0016407,-0.0016407,0.019385,-0.019385
2.9,2.8,3.0,0.735648,0.0018821,-0.0018821,0.019385,-0.019385
3.1,3.0,3.2,0.731987,0.0021485,-0.0021485,0.018818,-0.018818
3.4000000000000004,3.2,3.6,0.732126,0.0018014,-0.0018014,0.018867,-0.018867
3.8,3.6,4.0,0.714316,0.0022969,-0.0022969,0.017909,-0.017909
4.5,4.0,5.0,0.706452,0.0021054,-0.0021054,0.017906,-0.017906
5.5,5.0,6.0,0.703458,0.0034625,-0.0034625,0.015384,-0.015384
7.0,6.0,8.0,0.696775,0.004316,-0.004316,0.015672,-0.015672
9.0,8.0,10.0,0.726998,0.0086671,-0.0086671,0.018939,-0.018939
11.5,10.0,13.0,0.735024,0.013241,-0.013241,0.0223,-0.0223
16.5,13.0,20.0,0.748473,0.020519,-0.020519,0.031248,-0.031248
25.0,20.0,30.0,0.860148,0.057364,-0.057364,0.043851,-0.043851
40.0,30.0,50.0,1.001153,0.14561,-0.14561,0.058829,-0.058829

