#: table_doi: 10.17182/hepdata.86210.v1/t7
#: name: Table 7
#: description: Additional systematic error for PBPB 0-5 pct data: +2.2 pct -2.2 pct
Additional systematic error for PBPB 5-10 pct data: +2.2 pct -2.2 pct
Additional systematic error for PBPB 10-20 pct data: +2.4 pct -2.4 pct
Additional systematic error for PBPB 20-30 pct data: +2.7 pct -2.7 pct
Additional systematic error for PBPB 30-40 pct data: +3.4 pct -3.4 pct
Additional systematic error for PBPB 40-50 pct data: +3.7 pct -3.7 pct
Additional systematic error for PBPB 50-60 pct data: +4.9 pct -4.9 pct
Additional systematic error for PBPB 60-70 pct data: +6.7 pct -6.7 pct
Additional systematic error for PBPB 70-80 pct data: +7.1 pct -7.1 pct.

#: data_file: Fig6_PbPb_2760GeV.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: RAA
#: keyword cmenergies: 2760
#: CENT,,,0-5 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X,,,,
#: SQRT(S)/NUCLEON,,,2760.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,RAA,stat +,stat -,sys +,sys -
0.675,0.65,0.7,0.471164,0.00028971,-0.00028971,0.019576,-0.019576
0.725,0.7,0.75,0.484011,0.00032053,-0.00032053,0.020654,-0.020654
0.775,0.75,0.8,0.495792,0.00035453,-0.00035453,0.02109,-0.02109
0.825,0.8,0.85,0.506255,0.00038984,-0.00038984,0.021631,-0.021631
0.875,0.85,0.9,0.516532,0.00042907,-0.00042907,0.023263,-0.023263
0.925,0.9,0.95,0.526292,0.0004702,-0.0004702,0.025331,-0.025331
0.975,0.95,1.0,0.535709,0.0005082,-0.0005082,0.023986,-0.023986
1.05,1.0,1.1,0.549046,0.00040006,-0.00040006,0.025162,-0.025162
1.15,1.1,1.2,0.563015,0.00045629,-0.00045629,0.026052,-0.026052
1.2999999999999998,1.2,1.4,0.580446,0.00036335,-0.00036335,0.028485,-0.028485
1.5,1.4,1.6,0.597481,0.00045665,-0.00045665,0.029699,-0.029699
1.7000000000000002,1.6,1.8,0.604788,0.00055941,-0.00055941,0.029946,-0.029946
1.9,1.8,2.0,0.608264,0.00067695,-0.00067695,0.030409,-0.030409
2.1,2.0,2.2,0.607067,0.00084738,-0.00084738,0.031253,-0.031253
2.3,2.2,2.4,0.598262,0.00099378,-0.00099378,0.029468,-0.029468
2.5,2.4,2.6,0.589527,0.0011566,-0.0011566,0.027309,-0.027309
2.7,2.6,2.8,0.583474,0.0013443,-0.0013443,0.026432,-0.026432
2.9,2.8,3.0,0.567802,0.0015414,-0.0015414,0.025797,-0.025797
3.1,3.0,3.2,0.556353,0.0017663,-0.0017663,0.026888,-0.026888
3.4000000000000004,3.2,3.6,0.543117,0.0014568,-0.0014568,0.025391,-0.025391
3.8,3.6,4.0,0.516532,0.0018307,-0.0018307,0.02547,-0.02547
4.5,4.0,5.0,0.494955,0.0016779,-0.0016779,0.023527,-0.023527
5.5,5.0,6.0,0.472232,0.0027441,-0.0027441,0.020834,-0.020834
7.0,6.0,8.0,0.46731,0.0034957,-0.0034957,0.020857,-0.020857
9.0,8.0,10.0,0.491462,0.0073079,-0.0073079,0.020866,-0.020866
11.5,10.0,13.0,0.51968,0.011732,-0.011732,0.021652,-0.021652
16.5,13.0,20.0,0.593109,0.020986,-0.020986,0.027786,-0.027786
25.0,20.0,30.0,0.660601,0.059432,-0.059432,0.029928,-0.029928
40.0,30.0,50.0,0.759455,0.17065,-0.17065,0.042932,-0.042932

#: CENT,,,60-70 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X,,,,
#: SQRT(S)/NUCLEON,,,2760.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,RAA,stat +,stat -,sys +,sys -
0.175,0.15,0.2,0.460401,0.00034925,-0.00034925,0.034591,-0.034591
0.225,0.2,0.25,0.446588,0.00022431,-0.00022431,0.02342,-0.02342
0.275,0.25,0.3,0.447419,0.00021237,-0.00021237,0.021756,-0.021756
0.32499999999999996,0.3,0.35,0.452072,0.00021405,-0.00021405,0.02179,-0.02179
0.375,0.35,0.4,0.46082,0.00022327,-0.00022327,0.02245,-0.02245
0.42500000000000004,0.4,0.45,0.469108,0.00023617,-0.00023617,0.022164,-0.022164
0.475,0.45,0.5,0.478559,0.00025808,-0.00025808,0.022369,-0.022369
0.525,0.5,0.55,0.490475,0.00028766,-0.00028766,0.021947,-0.021947
0.575,0.55,0.6,0.501929,0.00031777,-0.00031777,0.022255,-0.022255
0.625,0.6,0.65,0.514921,0.0003546,-0.0003546,0.021811,-0.021811
0.675,0.65,0.7,0.526034,0.00039508,-0.00039508,0.021528,-0.021528
0.725,0.7,0.75,0.537287,0.00043476,-0.00043476,0.022636,-0.022636
0.775,0.75,0.8,0.548129,0.00047847,-0.00047847,0.023002,-0.023002
0.825,0.8,0.85,0.556272,0.00052401,-0.00052401,0.023416,-0.023416
0.875,0.85,0.9,0.565108,0.00057143,-0.00057143,0.025058,-0.025058
0.925,0.9,0.95,0.573573,0.00062533,-0.00062533,0.027193,-0.027193
0.975,0.95,1.0,0.581674,0.00067166,-0.00067166,0.025681,-0.025681
1.05,1.0,1.1,0.592561,0.00052673,-0.00052673,0.026605,-0.026605
1.15,1.1,1.2,0.602374,0.00059924,-0.00059924,0.027443,-0.027443
1.2999999999999998,1.2,1.4,0.616287,0.00046983,-0.00046983,0.029724,-0.029724
1.5,1.4,1.6,0.628971,0.00058499,-0.00058499,0.03078,-0.03078
1.7000000000000002,1.6,1.8,0.631895,0.00071118,-0.00071118,0.03108,-0.03108
1.9,1.8,2.0,0.633262,0.0008607,-0.0008607,0.031722,-0.031722
2.1,2.0,2.2,0.630811,0.0010802,-0.0010802,0.032573,-0.032573
2.3,2.2,2.4,0.624719,0.001261,-0.001261,0.031155,-0.031155
2.5,2.4,2.6,0.617819,0.0014766,-0.0014766,0.028867,-0.028867
2.7,2.6,2.8,0.615443,0.0017256,-0.0017256,0.028222,-0.028222
2.9,2.8,3.0,0.603481,0.0019867,-0.0019867,0.027654,-0.027654
3.1,3.0,3.2,0.595002,0.0022762,-0.0022762,0.028102,-0.028102
3.4000000000000004,3.2,3.6,0.588397,0.0019048,-0.0019048,0.027075,-0.027075
3.8,3.6,4.0,0.576418,0.0024567,-0.0024567,0.027974,-0.027974
4.5,4.0,5.0,0.560209,0.0022706,-0.0022706,0.025875,-0.025875
5.5,5.0,6.0,0.551616,0.0038245,-0.0038245,0.02409,-0.02409
7.0,6.0,8.0,0.549948,0.0048926,-0.0048926,0.024539,-0.024539
9.0,8.0,10.0,0.574279,0.010201,-0.010201,0.024582,-0.024582
11.5,10.0,13.0,0.596159,0.01606,-0.01606,0.025282,-0.025282
16.5,13.0,20.0,0.644654,0.027357,-0.027357,0.030625,-0.030625
25.0,20.0,30.0,0.698134,0.074198,-0.074198,0.032075,-0.032075
40.0,30.0,50.0,0.870803,0.22716,-0.22716,0.049522,-0.049522

#: CENT,,,70-80 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,P P --> CHARGED X,,,,
#: SQRT(S)/NUCLEON,,,2760.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,RAA,stat +,stat -,sys +,sys -
0.175,0.15,0.2,0.549267,0.00054993,-0.00054993,0.041108,-0.041108
0.225,0.2,0.25,0.528561,0.00035322,-0.00035322,0.027592,-0.027592
0.275,0.25,0.3,0.525541,0.000333,-0.000333,0.025488,-0.025488
0.32499999999999996,0.3,0.35,0.526556,0.00033409,-0.00033409,0.025387,-0.025387
0.375,0.35,0.4,0.531681,0.00034536,-0.00034536,0.025808,-0.025808
0.42500000000000004,0.4,0.45,0.536912,0.00036323,-0.00036323,0.025311,-0.025311
0.475,0.45,0.5,0.543671,0.00039459,-0.00039459,0.025375,-0.025375
0.525,0.5,0.55,0.552745,0.00043717,-0.00043717,0.024563,-0.024563
0.575,0.55,0.6,0.561361,0.00048165,-0.00048165,0.024839,-0.024839
0.625,0.6,0.65,0.574792,0.00053349,-0.00053349,0.024192,-0.024192
0.675,0.65,0.7,0.581835,0.0005903,-0.0005903,0.023648,-0.023648
0.725,0.7,0.75,0.590167,0.00064726,-0.00064726,0.02481,-0.02481
0.775,0.75,0.8,0.598918,0.00070596,-0.00070596,0.025096,-0.025096
0.825,0.8,0.85,0.605129,0.00077022,-0.00077022,0.025354,-0.025354
0.875,0.85,0.9,0.612202,0.00083915,-0.00083915,0.027114,-0.027114
0.925,0.9,0.95,0.617146,0.00091422,-0.00091422,0.029181,-0.029181
0.975,0.95,1.0,0.624389,0.00098615,-0.00098615,0.027496,-0.027496
1.05,1.0,1.1,0.632648,0.00076511,-0.00076511,0.02835,-0.02835
1.15,1.1,1.2,0.638936,0.00086444,-0.00086444,0.029029,-0.029029
1.2999999999999998,1.2,1.4,0.647774,0.00067453,-0.00067453,0.031209,-0.031209
1.5,1.4,1.6,0.658693,0.00083259,-0.00083259,0.032186,-0.032186
1.7000000000000002,1.6,1.8,0.660847,0.0010105,-0.0010105,0.032382,-0.032382
1.9,1.8,2.0,0.659125,0.0012217,-0.0012217,0.032906,-0.032906
2.1,2.0,2.2,0.66168,0.0015315,-0.0015315,0.034097,-0.034097
2.3,2.2,2.4,0.654889,0.0018116,-0.0018116,0.032612,-0.032612
2.5,2.4,2.6,0.652098,0.0021406,-0.0021406,0.030417,-0.030417
2.7,2.6,2.8,0.657009,0.0024957,-0.0024957,0.02998,-0.02998
2.9,2.8,3.0,0.652672,0.0029178,-0.0029178,0.029965,-0.029965
3.1,3.0,3.2,0.644246,0.0033227,-0.0033227,0.030412,-0.030412
3.4000000000000004,3.2,3.6,0.642122,0.0027885,-0.0027885,0.029483,-0.029483
3.8,3.6,4.0,0.632097,0.0036169,-0.0036169,0.030691,-0.030691
4.5,4.0,5.0,0.62577,0.0033889,-0.0033889,0.028916,-0.028916
5.5,5.0,6.0,0.628779,0.0058107,-0.0058107,0.027925,-0.027925
7.0,6.0,8.0,0.616945,0.0073546,-0.0073546,0.027606,-0.027606
9.0,8.0,10.0,0.640555,0.015144,-0.015144,0.027283,-0.027283
11.5,10.0,13.0,0.638454,0.023183,-0.023183,0.026833,-0.026833
16.5,13.0,20.0,0.637899,0.037424,-0.037424,0.030113,-0.030113
25.0,20.0,30.0,0.683639,0.09997,-0.09997,0.031347,-0.031347
40.0,30.0,50.0,0.923234,0.314,-0.314,0.053573,-0.053573

