#: table_doi: 10.17182/hepdata.59944.v1/t18
#: name: Table 18
#: description: Nuclear Modification Factor RAA in the centrality interval 10-20%.

#: data_file: Table18.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: RAA
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,,,PB PB --> CHARGED X
#: ETARAP,,,-0.8-0.8
#: CENTRALITY [pct],,,10.0-20.0
#: SQRT(S)/NUCLEON [GeV],,,2760.0
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,RAA,stat +,stat -,sys +,sys -,"sys,normaliztion uncertainty +","sys,normaliztion uncertainty -"
1.85,1.8,1.9,0.491,0.0015,-0.0015,0.0544,-0.0544,4.4%,-4.4%
1.95,1.9,2.0,0.4917,0.0015,-0.0015,0.0545,-0.0545,4.4%,-4.4%
2.1,2.0,2.2,0.4818,0.0013,-0.0013,0.0532,-0.0532,4.4%,-4.4%
2.3,2.2,2.4,0.4698,0.0013,-0.0013,0.0518,-0.0518,4.4%,-4.4%
2.5,2.4,2.6,0.4595,0.0016,-0.0016,0.0506,-0.0506,4.4%,-4.4%
2.7,2.6,2.8,0.4382,0.0016,-0.0016,0.0481,-0.0481,4.4%,-4.4%
2.9,2.8,3.0,0.4121,0.0024,-0.0024,0.0452,-0.0452,4.4%,-4.4%
3.1,3.0,3.2,0.3856,0.0018,-0.0018,0.0422,-0.0422,4.4%,-4.4%
3.3,3.2,3.4,0.36,0.0017,-0.0017,0.0393,-0.0393,4.4%,-4.4%
3.5,3.4,3.6,0.3415,0.0017,-0.0017,0.0372,-0.0372,4.4%,-4.4%
3.7,3.6,3.8,0.3209,0.0017,-0.0017,0.0349,-0.0349,4.4%,-4.4%
3.9,3.8,4.0,0.2973,0.0017,-0.0017,0.0322,-0.0322,4.4%,-4.4%
4.25,4.0,4.5,0.2669,0.0017,-0.0017,0.0289,-0.0289,4.4%,-4.4%
4.75,4.5,5.0,0.2344,0.0016,-0.0016,0.0254,-0.0254,4.4%,-4.4%
5.25,5.0,5.5,0.2109,0.0012,-0.0012,0.0229,-0.0229,4.4%,-4.4%
5.75,5.5,6.0,0.1985,0.0011,-0.0011,0.0215,-0.0215,4.4%,-4.4%
6.25,6.0,6.5,0.1929,0.0012,-0.0012,0.021,-0.021,4.4%,-4.4%
6.75,6.5,7.0,0.1914,0.0013,-0.0013,0.0208,-0.0208,4.4%,-4.4%
7.5,7.0,8.0,0.1924,0.0013,-0.0013,0.0209,-0.0209,4.4%,-4.4%
8.5,8.0,9.0,0.2019,0.0016,-0.0016,0.022,-0.022,4.4%,-4.4%
9.5,9.0,10.0,0.2113,0.0021,-0.0021,0.0231,-0.0231,4.4%,-4.4%
10.5,10.0,11.0,0.2265,0.0028,-0.0028,0.0249,-0.0249,4.4%,-4.4%
11.5,11.0,12.0,0.2424,0.0036,-0.0036,0.0269,-0.0269,4.4%,-4.4%
12.5,12.0,13.0,0.257,0.0045,-0.0045,0.0289,-0.0289,4.4%,-4.4%
13.5,13.0,14.0,0.2627,0.0054,-0.0054,0.03,-0.03,4.4%,-4.4%
14.5,14.0,15.0,0.2785,0.0067,-0.0067,0.0324,-0.0324,4.4%,-4.4%
15.5,15.0,16.0,0.2955,0.0081,-0.0081,0.0351,-0.0351,4.4%,-4.4%
17.0,16.0,18.0,0.3091,0.0078,-0.0078,0.0379,-0.0379,4.4%,-4.4%
19.0,18.0,20.0,0.3352,0.0106,-0.0106,0.043,-0.043,4.4%,-4.4%
21.0,20.0,22.0,0.3828,0.0147,-0.0147,0.0515,-0.0515,4.4%,-4.4%
23.0,22.0,24.0,0.375,0.0182,-0.0182,0.0533,-0.0533,4.4%,-4.4%
25.0,24.0,26.0,0.3912,0.0231,-0.0231,0.0589,-0.0589,4.4%,-4.4%
27.0,26.0,28.0,0.4384,0.03,-0.03,0.0687,-0.0687,4.4%,-4.4%
29.0,28.0,30.0,0.4547,0.0369,-0.0369,0.0741,-0.0741,4.4%,-4.4%
31.0,30.0,32.0,0.4296,0.0427,-0.0427,0.0727,-0.0727,4.4%,-4.4%
33.0,32.0,34.0,0.426,0.0502,-0.0502,0.0747,-0.0747,4.4%,-4.4%
35.0,34.0,36.0,0.5317,0.0658,-0.0658,0.0963,-0.0963,4.4%,-4.4%
38.0,36.0,40.0,0.501,0.0563,-0.0563,0.0948,-0.0948,4.4%,-4.4%
42.5,40.0,45.0,0.5446,0.0708,-0.0708,0.1094,-0.1094,4.4%,-4.4%
47.5,45.0,50.0,0.5743,0.098,-0.098,0.1223,-0.1223,4.4%,-4.4%

